gene,num_reactions,num_subsystems,num_metabolites,is_bottleneck,is_central_metabolism,is_metabolic_go,is_kinase,is_essential,is_low_fitness_kuzmin,is_low_fitness_costanzo,is_low_fitness_either,min_fitness_kuzmin,min_fitness_costanzo,subsystems,norm_reactions,norm_metabolites,norm_subsystems,metabolic_score,category_score,composite_score
YOR251C,2,1,10,True,False,False,False,False,False,False,False,,,Sulfur metabolism,0.010416666612413195,0.11111110987654323,0.09999999000000101,0.26749999660792856,1,0.28724999762555
YOL059W,2,1,10,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.010416666612413195,0.11111110987654323,0.09999999000000101,0.26749999660792856,1,0.28724999762555
YLR303W,3,1,9,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.015624999918619792,0.0999999988888889,0.09999999000000101,0.2662499966341149,1,0.2863749976438804
YMR020W,3,1,9,True,False,False,False,False,False,False,False,,,Arginine and proline metabolism,0.015624999918619792,0.0999999988888889,0.09999999000000101,0.2662499966341149,1,0.2863749976438804
YIL006W,4,1,8,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.02083333322482639,0.08888888790123459,0.09999999000000101,0.2649999966603013,1,0.28549999766221085
YJR130C,2,1,9,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.26416666331163224,1,0.28491666431814255
YDR402C,2,1,9,True,False,False,False,False,False,False,False,,,Tryptophan metabolism,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.26416666331163224,1,0.28491666431814255
YLL057C,2,1,9,True,False,False,False,False,False,False,False,,,Sulfur metabolism,0.010416666612413195,0.0999999988888889,0.09999999000000101,0.26416666331163224,1,0.28491666431814255
YGR061C,1,1,9,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.0999999988888889,0.09999999000000101,0.2620833299891496,1,0.2834583309924047
YMR217W,1,1,9,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.0999999988888889,0.09999999000000101,0.2620833299891496,1,0.2834583309924047
YCR105W,7,3,17,False,True,False,False,False,False,False,False,,,Complex alcohol metabolism; Fatty acid ester pathway; Phenylalanine metabolism,0.03645833314344618,0.18888888679012347,0.299999970000003,0.2612499902944164,1,0.2828749932060915
YMR318C,7,3,17,False,True,False,False,False,False,False,False,,,Complex alcohol metabolism; Fatty acid ester pathway; Phenylalanine metabolism,0.03645833314344618,0.18888888679012347,0.299999970000003,0.2612499902944164,1,0.2828749932060915
YAL012W,2,1,8,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.260833330015336,1,0.2825833310107352
YPR128C,2,1,8,True,False,False,False,False,False,False,False,,,"Transport [c, p]",0.010416666612413195,0.08888888790123459,0.09999999000000101,0.260833330015336,1,0.2825833310107352
YJL046W,2,1,8,True,False,False,False,False,False,False,False,,,Lipoic acid metabolism,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.260833330015336,1,0.2825833310107352
YML042W,2,1,8,True,False,False,False,False,False,False,False,,,Carnitine metabolism,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.260833330015336,1,0.2825833310107352
YGR234W,2,1,8,True,False,False,False,False,False,False,False,,,Nitrogen metabolism,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.260833330015336,1,0.2825833310107352
YDR403W,2,1,8,True,False,False,False,False,False,False,False,,,Tryptophan metabolism,0.010416666612413195,0.08888888790123459,0.09999999000000101,0.260833330015336,1,0.2825833310107352
YGL154C,1,1,8,True,False,False,False,False,False,False,False,,,Lysine metabolism,0.005208333306206597,0.08888888790123459,0.09999999000000101,0.2587499966928533,1,0.2811249976849973
YBR115C,1,1,8,True,False,False,False,False,False,False,False,,,Lysine metabolism,0.005208333306206597,0.08888888790123459,0.09999999000000101,0.2587499966928533,1,0.2811249976849973
YLR245C,2,1,7,True,False,False,False,False,False,False,False,,,Pyrimidine metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YLR011W,2,1,7,True,False,False,False,False,False,False,False,,,Riboflavin metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YGL067W,2,1,7,True,False,False,False,False,False,False,False,,,Nicotinate and nicotinamide metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YIR032C,2,1,7,True,False,False,False,False,False,False,False,,,Purine metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YCR083W,2,1,7,True,False,False,False,False,False,False,False,,,Glutathione metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YNL202W,2,1,7,True,False,False,False,False,False,False,False,,,Ascospore biosynthesis,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YLR231C,2,1,7,True,False,False,False,False,False,False,False,,,Tryptophan metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YDR135C,2,1,7,True,False,False,False,False,False,False,False,,,"Transport [c, v]",0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YLR020C,2,1,7,True,False,False,False,False,False,False,False,,,Steroid biosynthesis,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YDR036C,2,1,7,True,False,False,False,False,False,False,False,,,"Valine, leucine and isoleucine metabolism",0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YBR018C,2,1,7,True,False,False,False,False,False,False,False,,,Galactose metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YMR226C,2,1,7,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YPL059W,2,1,7,True,False,False,False,False,False,False,False,,,Glutathione metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YJR159W,2,1,7,True,False,False,False,False,False,False,False,,,Fructose and mannose metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YJR139C,2,1,7,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YPR062W,2,1,7,True,False,False,False,False,False,False,False,,,Pyrimidine metabolism,0.010416666612413195,0.07777777691358026,0.09999999000000101,0.25749999671903967,1,0.28024999770332776
YIL166C,3,1,6,True,False,False,False,False,False,False,False,,,"Transport[c, e]",0.015624999918619792,0.06666666592592593,0.09999999000000101,0.256249996745226,1,0.2793749977216582
YNL220W,1,1,7,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YLL048C,1,1,7,True,False,False,False,False,False,False,False,,,"Transport [c, v]",0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YDR270W,1,1,7,True,False,False,False,False,False,False,False,,,"Transport [c, g]",0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YKL215C,1,1,7,True,False,False,False,False,False,False,False,,,Glutathione metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YMR015C,1,1,7,True,False,False,False,False,False,False,False,,,Steroid biosynthesis,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YNR050C,1,1,7,True,False,False,False,False,False,False,False,,,Lysine metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YIL145C,1,1,7,True,False,False,False,False,False,False,False,,,Pantothenate and coa biosynthesis,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YDL215C,1,1,7,True,False,False,False,False,False,False,False,,,"Alanine, aspartate and glutamate metabolism",0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YBL098W,1,1,7,True,False,False,False,False,False,False,False,,,Tryptophan metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YAR015W,1,1,7,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YGL006W,1,1,7,True,False,False,False,False,False,False,False,,,"Transport [c, v]",0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YOL049W,1,1,7,True,False,False,False,False,False,False,False,,,Glutathione metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YIR034C,1,1,7,True,False,False,False,False,False,False,False,,,Lysine metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YBR295W,1,1,7,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YJL101C,1,1,7,True,False,False,False,False,False,False,False,,,Glutathione metabolism,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YLR143W,1,1,7,True,False,False,False,False,False,False,False,,,Peptidyl-diphthamide biosynthetic process,0.005208333306206597,0.07777777691358026,0.09999999000000101,0.255416663396557,1,0.2787916643775899
YPL274W,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YBL042C,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YDL210W,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YKL120W,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YER091C,2,1,6,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YER119C,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, v]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YDR305C,2,1,6,True,False,False,False,False,False,False,False,,,Purine metabolism,0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YDR399W,2,1,6,True,False,False,False,False,False,False,False,,,Purine metabolism,0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YAL022C,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YLR348C,2,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YDL080C,2,1,6,True,False,False,False,False,False,False,False,,,Complex alcohol metabolism,0.010416666612413195,0.06666666592592593,0.09999999000000101,0.25416666342274336,1,0.27791666439592033
YLR240W,8,1,19,False,False,False,True,False,False,False,False,,,Inositol phosphate metabolism,0.04166666644965278,0.21111110876543213,0.09999999000000101,0.10999999620949105,2,0.2769999973466437
YIL009W,6,2,24,False,True,False,False,False,False,False,False,,,Fatty acid biosynthesis; Fatty acid ester pathway,0.031249999837239584,0.26666666370370373,0.19999998000000202,0.25249999304600756,1,0.2767499951322053
YJR137C,1,1,6,True,False,False,False,False,False,False,False,,,Sulfur metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YGR038W,1,1,6,True,False,False,False,False,False,False,False,,,Sphingolipid metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YER087W,1,1,6,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YBL033C,1,1,6,True,False,False,False,False,False,False,False,,,Riboflavin metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YBR058C-A,1,1,6,True,False,False,False,False,False,False,False,,,Sphingolipid metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YNL073W,1,1,6,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YFR030W,1,1,6,True,False,False,False,False,False,False,False,,,Sulfur metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YOL033W,1,1,6,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YLR350W,1,1,6,True,False,False,False,False,False,False,False,,,Sphingolipid metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YKL194C,1,1,6,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YHR091C,1,1,6,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YBR006W,1,1,6,True,False,False,False,False,False,False,False,,,"Alanine, aspartate and glutamate metabolism",0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YMR300C,1,1,6,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YDL171C,1,1,6,True,False,False,False,False,False,False,False,,,"Alanine, aspartate and glutamate metabolism",0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YEL038W,1,1,6,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YER090W,1,1,6,True,False,False,False,False,False,False,False,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YDR158W,1,1,6,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YMR009W,1,1,6,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YOR323C,1,1,6,True,False,False,False,False,False,False,False,,,Arginine and proline metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YCR024C,1,1,6,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YLR382C,1,1,6,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YOL143C,1,1,6,True,False,False,False,False,False,False,False,,,Riboflavin metabolism,0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YDL198C,1,1,6,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.005208333306206597,0.06666666592592593,0.09999999000000101,0.25208333010026074,1,0.2764583310701825
YOR377W,9,2,22,False,True,False,False,False,False,False,False,,,Complex alcohol metabolism; Fatty acid ester pathway,0.046874999755859376,0.2444444417283951,0.19999998000000202,0.2520833264208629,1,0.276458328494604
YGR177C,9,2,22,False,True,False,False,False,False,False,False,,,Complex alcohol metabolism; Fatty acid ester pathway,0.046874999755859376,0.2444444417283951,0.19999998000000202,0.2520833264208629,1,0.276458328494604
YDR294C,2,1,5,True,False,False,False,False,False,False,False,,,Sphingolipid metabolism,0.010416666612413195,0.05555555493827161,0.09999999000000101,0.2508333301264471,1,0.27558333108851296
YCL064C,2,1,5,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.010416666612413195,0.05555555493827161,0.09999999000000101,0.2508333301264471,1,0.27558333108851296
YBR204C,32,1,46,False,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.1666666657986111,0.5111111054320988,0.09999999000000101,0.2499999949490744,1,0.2749999964643521
YOR100C,3,1,4,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.015624999918619792,0.04444444395061729,0.09999999000000101,0.24958333015263343,1,0.2747083311068434
YGL026C,1,1,5,True,False,False,False,False,False,False,False,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YPL148C,1,1,5,True,False,False,False,False,False,False,False,,,Pantothenate and coa biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YBR176W,1,1,5,True,False,False,False,False,False,False,False,,,Pantothenate and coa biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YBR034C,1,1,5,True,False,False,False,False,False,False,False,,,Histidine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YBR149W,1,1,5,True,False,False,False,False,False,False,False,,,Alternate carbon metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YBL064C,1,1,5,True,False,False,False,False,False,False,False,,,Glutathione metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YGR202C,1,1,5,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YPL172C,1,1,5,True,False,False,False,False,False,False,False,,,Porphyrin and chlorophyll metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YPL110C,1,1,5,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YCL018W,1,1,5,True,False,False,False,False,False,False,False,,,"Valine, leucine and isoleucine metabolism",0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YML086C,1,1,5,True,False,False,False,False,False,False,False,,,Alternate carbon metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YML008C,1,1,5,True,False,False,False,False,False,False,False,,,Steroid biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YGR007W,1,1,5,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YNL316C,1,1,5,True,False,False,False,False,False,False,False,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YJR010W,1,1,5,True,False,False,False,False,False,False,False,,,Sulfur metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YBR166C,1,1,5,True,False,False,False,False,False,False,False,,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YDL238C,1,1,5,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YDR071C,1,1,5,True,False,False,False,False,False,False,False,,,Arginine and proline metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YLR189C,1,1,5,True,False,False,False,False,False,False,False,,,Steroid biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YJL088W,1,1,5,True,False,False,False,False,False,False,False,,,Arginine biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YML035C,1,1,5,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YJL068C,1,1,5,True,False,False,False,False,False,False,False,,,Alternate carbon metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YLR151C,1,1,5,True,False,False,False,False,False,False,False,,,DNA repair,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YHR063C,1,1,5,True,False,False,False,False,False,False,False,,,Pantothenate and coa biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YMR041C,1,1,5,True,False,False,False,False,False,False,False,,,Alternate carbon metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YLR070C,1,1,5,True,False,False,False,False,False,False,False,,,Pentose and glucuronate interconversions,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YKR069W,1,1,5,True,False,False,False,False,False,False,False,,,Porphyrin and chlorophyll metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YIL094C,1,1,5,True,False,False,False,False,False,False,False,,,Lysine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YDR530C,1,1,5,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YIL155C,1,1,5,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YBL013W,1,1,5,True,False,False,False,False,False,False,False,,,tRNA metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YMR210W,1,1,5,True,False,False,False,False,False,False,False,,,Glycerophospholipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YDR408C,1,1,5,True,False,False,False,False,False,False,False,,,Purine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YLR172C,1,1,5,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YDR428C,1,1,5,True,False,False,False,False,False,False,False,,,Tryptophan metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YOR120W,1,1,5,True,False,False,False,False,False,False,False,,,Glycerolipid metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YFL058W,1,1,5,True,False,False,False,False,False,False,False,,,Thiamine metabolism,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YJR051W,1,1,5,True,False,False,False,False,False,False,False,,,Cellular response to anaerobic conditions,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YGL012W,1,1,5,True,False,False,False,False,False,False,False,,,Steroid biosynthesis,0.005208333306206597,0.05555555493827161,0.09999999000000101,0.24874999680396442,1,0.2741249977627751
YKL174C,2,1,4,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.010416666612413195,0.04444444395061729,0.09999999000000101,0.24749999683015078,1,0.27324999778110554
YEL046C,2,1,4,True,False,False,False,False,False,False,False,,,"Glycine, serine and threonine metabolism",0.010416666612413195,0.04444444395061729,0.09999999000000101,0.24749999683015078,1,0.27324999778110554
YPR021C,2,1,4,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.010416666612413195,0.04444444395061729,0.09999999000000101,0.24749999683015078,1,0.27324999778110554
YJL212C,2,1,4,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.010416666612413195,0.04444444395061729,0.09999999000000101,0.24749999683015078,1,0.27324999778110554
YDR380W,1,1,4,True,False,False,False,False,False,False,False,,,Phenylalanine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YKL216W,1,1,4,True,False,False,False,False,False,False,False,,,Pyrimidine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YER014W,1,1,4,True,False,False,False,False,False,False,False,,,Porphyrin and chlorophyll metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YNL277W,1,1,4,True,False,False,False,False,False,False,False,,,Cysteine and methionine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YOL052C,1,1,4,True,False,False,False,False,False,False,False,,,Arginine and proline metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YGL037C,1,1,4,True,False,False,False,False,False,False,False,,,Nicotinate and nicotinamide metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YDL100C,1,1,4,True,False,False,False,False,False,False,False,,,Folate biosynthesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YLR438W,1,1,4,True,False,False,False,False,False,False,False,,,Arginine and proline metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YOR388C,1,1,4,True,False,False,False,False,False,False,False,,,Glyoxylate and dicarboxylate metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YOL064C,1,1,4,True,False,False,False,False,False,False,False,,,Sulfur metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YLL061W,1,1,4,True,False,False,False,False,False,False,False,,,"Transport [c, e]",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YKR072C,1,1,4,True,False,False,False,False,False,False,False,,,Pantothenate and coa biosynthesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YBR003W,1,1,4,True,False,False,False,False,False,False,False,,,Terpenoid backbone biosynthesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YIL116W,1,1,4,True,False,False,False,False,False,False,False,,,Histidine metabolism,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YNR041C,1,1,4,True,False,False,False,False,False,False,False,,,Ubiquinone and other terpenoid-quinone biosynthesis,0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
YJR095W,1,1,4,True,False,False,False,False,False,False,False,,,"Transport [c, m]",0.005208333306206597,0.04444444395061729,0.09999999000000101,0.24541666350766814,1,0.2717916644553677
